observation_date,exchange,ticker_symbol,pct_change_prev_close,cumulative_volume,day_percent_change,max_day_percent_change
3/12/20,XNYS,HT PR E,-39.9,,-36.45461044,0
3/12/20,XNYS,CCM,-39.6,,-40.12053571,0
3/12/20,XNYS,PEB PR E,-26.8,,-23.48849652,0
3/12/20,XNYS,NM PR H,-32.3,,-27.2517321,1.385681293
3/12/20,XNAS,JMPNL,-29.3,,-27.43589744,0
3/12/20,XNYS,ZDGE,-26.2,,-21.78217822,18.81188119
3/12/20,XNYS,HT PR C,-44,,-39.39393939,0.878787879
3/12/20,XNYS,INN PR D,-28.4,,-25.18427518,0
3/12/20,XNAS,NSEC,-25.4,,-24.44444444,0
3/12/20,XNYS,AI PR B,-28.7,,-24.16178819,0
3/12/20,XNYS,BDCY,-30.1,,-21.91310345,0
3/12/20,XNAS,TVTY,-37.6,,-28.86002886,1.948051948
3/13/20,XNAS,AMRS,-30.8,,-21.03004292,4.64806867
3/13/20,XNAS,MTP,-24,,-21.42857143,0
3/13/20,XNAS,MNPR,-21.7,,-28.05836139,0
3/13/20,XNAS,NBRV,-43,,-29.57575758,7.878787879
3/13/20,XNAS,TGEN,-22.1,,-22.09944751,0.552486188
3/13/20,XNAS,TLSA,-36.5,,-24.09090909,0
3/13/20,XNAS,GTEC,-25.5,,-25.53258516,1.988580429
3/13/20,XNAS,PAE,-20.5,,-21.67101828,3.785900783
3/13/20,XNAS,VXRT,-21.9,,-27.72277228,0
3/13/20,XNAS,NCTY,-29.3,,-31.66666667,1.633333333
3/13/20,XNYS,DSS,-34.8,,-34.81216458,0.035778175
3/13/20,XNAS,RMTI,-21.4,,-28.57142857,3.463203463
3/13/20,XNAS,AYTU,-37.5,,-27.89968652,0.940438871
3/13/20,XNAS,BKYI,-21.1,,-21.05263158,5.263157895
3/13/20,XNAS,SFET,-33.2,,-30.28571429,2.857142857
3/13/20,XNAS,NVFY,-27,,-21.04717148,0.682745168
3/13/20,XNYS,ICD,-56.8,,-56.93950178,12.09964413
3/13/20,XNAS,USAU,-26.3,,-30.6639839,0.289738431
3/13/20,XNYS,DRD,-20.1,,-21.37254902,1.568627451
3/13/20,XNYS,XYF,-23.1,,-25.92592593,0
3/13/20,XNAS,BRQS,-42.1,,-42.68292683,21.95121951
3/13/20,XNYS,IMH,-29.3,,-21.48626817,0
3/16/20,XNAS,ANCN,-23.3,,-25.69278139,0
3/16/20,XNAS,ATRA,-26.2,,-20.25974026,3.766233766
3/16/20,XNYS,CBL PR D,-32.8,,-27.27272727,0
3/16/20,XNYS,UAN,-32.8,,-35.48387097,0
3/16/20,XNAS,CYAD,-34.6,,-25.68888889,6.844444444
3/16/20,XNAS,CHEF,-43.2,,-34.62804477,7.24160632
3/16/20,XNAS,CSSEP,-22.4,,-20.66826087,0
3/16/20,XNAS,CCB,-23.7,,-21.23236823,0
3/16/20,XNAS,CRVS,-27.5,,-23.68421053,1.754385965
3/16/20,XNAS,EOLS,-28.8,,-25.05307856,0
3/16/20,XNAS,GLPI,-41.1,,-31.83403068,1.359832636
3/16/20,XNAS,ISTR,-25.3,,-24.18181818,0
3/16/20,XNAS,MNPR,-21.1,,-23.79518072,0
3/16/20,XNYS,NTCO,-26.4,,-23.6196319,0
3/16/20,XNYS,NWHM,-34.3,,-28.67383513,0
3/16/20,XNYS,PMT,-27.5,,-21.33044107,2.603036876
3/16/20,XNAS,PRVL,-21.8,,-20.07142857,0
3/16/20,XNAS,DHC,-32.5,,-21.23076923,4.615384615
3/16/20,XNAS,IMUX,-32.8,,-29.19463087,0
3/16/20,XNYS,BHR,-27.8,,-22.85714286,1.785714286
3/16/20,XNAS,TGLS,-26.3,,-24.14698163,37.79527559
3/16/20,XNAS,APLT,-29.8,,-20.98665588,7.116862111
3/16/20,XNAS,AIKI,-24,,-20.76271186,0
3/16/20,XNYS,CEQP PR,-26.4,,-20.04504505,0
3/16/20,XNAS,CNTY,-39.1,,-31.86440678,3.050847458
3/16/20,XNAS,DRRX,-26,,-20.14388489,0
3/16/20,XNAS,HWBK,-28,,-25.8953168,2.975206612
3/16/20,XNAS,GILT,-28.3,,-20.86956522,0.434782609
3/16/20,XNAS,XELB,-28.7,,-29.71830986,13.5915493
3/16/20,XNAS,NEXT,-32,,-23.89937107,9.433962264
3/16/20,XNAS,JACK,-32.3,,-21.55768208,2.312599681
3/16/20,XNAS,TACO,-34.2,,-26.61064426,0
3/16/20,XNAS,LYTS,-30.3,,-22.76422764,1.761517615
3/16/20,XNAS,BRQS,-27.8,,-29.0083682,0
3/16/20,XNAS,PASG,-33.8,,-30.84175084,0
3/16/20,XNAS,RDNT,-28.8,,-21.24158564,0
3/16/20,XNAS,RDUS,-34.6,,-28.63070539,3.526970954
3/16/20,XNAS,RNWK,-24.3,,-36.90476191,0
3/16/20,XNAS,RRBI,-25.2,,-22.33766234,0.12987013
3/16/20,XNAS,RRGB,-34.4,,-25.58714462,0
3/16/20,XNAS,STRS,-21.3,,-21.09704641,5.063291139
3/16/20,XNAS,TENX,-28.5,,-28.44808396,0
3/16/20,XNAS,ABUS,-33,,-26.80412371,0
3/16/20,XNAS,CELH,-39.6,,-33.74485597,0.411522634
3/16/20,XNAS,VRNA,-31.1,,-23.57723577,1.62601626
3/16/20,XNAS,XENT,-40.1,,-33.23963458,3.72452565
3/16/20,XNAS,KBSF,-46.5,,-35.10638298,12.23404255
3/16/20,XNAS,YTRA,-27.5,,-27.5,0
3/16/20,XNAS,WORX,-28.9,,-26.54028436,9.004739336
3/16/20,XNYS,DAN,-30.2,,-21,0
3/16/20,XNYS,EVRI,-60.5,,-55.00770416,1.078582435
3/16/20,XNAS,MCEP,-24.3,,-22,0
3/16/20,XNAS,NYMT,-33.2,,-23.78378378,2.451351351
3/16/20,XNAS,SNDE,-50,,-51.92307692,10.09615385
3/16/20,XNAS,SURF,-26.9,,-21.32701422,0
3/16/20,XNAS,SGRY,-26.8,,-22.77227723,0
3/16/20,XNAS,ASMB,-26.8,,-20.75617284,2.932098765
3/16/20,XNAS,XERS,-31.7,,-23.03921569,2.941176471
3/16/20,XNAS,LONE,-30.2,,-20,6.666666667
3/16/20,XNAS,CRAI,-26.9,,-21.65024631,0.689655172
3/16/20,XNAS,CSPI,-25.2,,-22.58064516,0
3/16/20,XNAS,SQBG,-29.3,,-27.77777778,0
3/16/20,XNAS,PRTH,-26.4,,-29.25764192,1.248908297
3/16/20,XNAS,DLPN,-20,,-21.56862745,7.843137255
3/16/20,XNAS,RUTH,-33.1,,-25.11251125,0
3/16/20,XNAS,BCOM,-38.8,,-35.80246914,1.716049383
3/16/20,XNAS,WHF,-37.1,,-32.47126437,0
3/16/20,XNAS,WLFC,-23.8,,-22.73684211,0
3/16/20,XNAS,ALDX,-35.5,,-41.09090909,1.818181818
3/16/20,XNAS,ALNA,-37.8,,-39,0
3/16/20,XNYS,RCUS,-24.3,,-21.89644417,0
3/16/20,XNYS,BKD,-36,,-23.90572391,3.367003367
3/16/20,XNAS,CNSP,-27.5,,-20.32967033,0.879120879
3/16/20,XNYS,ENBL,-29.2,,-24.86772487,1.058201058
3/16/20,XNAS,FLXN,-32.2,,-25.75928009,0
3/16/20,XNAS,FULC,-34.8,,-23.27459618,0
3/16/20,XNYS,ONDK,-31.4,,-30.95238095,1.785714286
3/16/20,XNAS,PLXP,-21.3,,-21.12958435,0
3/16/20,XNAS,SIC,-46.3,,-31.37254902,18.1372549
3/16/20,XNAS,SPKEP,-27.6,,-24,0
3/16/20,XNYS,VTR,-28.6,,-20.6402134,0.033344448
3/16/20,XNAS,AKRO,-31.4,,-23.29411765,2.823529412
3/16/20,XNYS,BORR,-30.8,,-24.74302496,0
3/16/20,XNAS,CETV,-55.1,,-52.63157895,2.105263158
3/16/20,XNAS,CLMT,-25.7,,-21.02272727,2.272727273
3/16/20,XNAS,CTRE,-30.7,,-23.10053722,3.530314658
3/16/20,XNAS,BBQ,-24.5,,-48.54368932,0
3/16/20,XNAS,DENN,-23.6,,-21.4354067,1.435406699
3/16/20,XNYS,EVH,-33.6,,-24.16666667,0.416666667
3/16/20,XNYS,FTK,-34.9,,-29.84313726,0.980392157
3/16/20,XNAS,FRGI,-31.1,,-20.90517241,5.172413793
3/16/20,XNAS,TBPH,-28.2,,-21.0619469,0
3/16/20,XNAS,GRTX,-25.6,,-27.55555556,1.222222222
3/16/20,XNAS,VRRM,-22.4,,-27.88888889,0
3/16/20,XNAS,HALL,-56.6,,-52.4,4.152
3/16/20,XNAS,INAP,-58.6,,-60.55226825,12.28515075
3/16/20,XNYS,CAAP,-35,,-31.53846154,7.692307692
3/16/20,XNAS,MPB,-27.4,,-22.89719626,0
3/16/20,XNAS,MIND,-22.6,,-21.75572519,0
3/16/20,XNAS,NTIC,-22.6,,-22.58823529,0
3/16/20,XNYS,OCN,-36.7,,-33.00970874,0
3/16/20,XNYS,OII,-27.9,,-23.10231023,7.260726073
3/16/20,XNAS,PENN,-44.8,,-31.12903226,0.483870968
3/16/20,XNAS,SONG,-25.2,,-25.17241379,0
3/16/20,XNYS,TUP,-39,,-34.21052632,0
3/16/20,XNAS,UNTY,-34.4,,-35.15285831,0
3/16/20,XNAS,WW,-28.4,,-20.29596112,0.596770284
3/16/20,XNAS,AGLE,-26.9,,-20.22727273,19.31818182
3/16/20,XNAS,CBNK,-36.4,,-35.19034355,0
3/16/20,XNYS,CDR,-31.6,,-25.87412587,0
3/16/20,XNYS,CCO,-21.9,,-21.14423077,0
3/16/20,XNYS,VLRS,-41,,-35.98484849,0
3/16/20,XNAS,PLAY,-45.7,,-29.48090108,4.799216454
3/16/20,XNAS,ENT,-47.3,,-50.9006004,13.40893929
3/16/20,XNAS,LOVE,-27.6,,-21.95121951,6.271777003
3/16/20,XNAS,NSTG,-34,,-27.63986662,0
3/16/20,XNAS,STRO,-39.3,,-38.1,0
3/16/20,XNYS,VEL,-49.6,,-43.53233831,0
3/16/20,XNYS,APY,-32.9,,-26.48026316,9.046052632
3/16/20,XNYS,BNED,-29.6,,-25,1.851851852
3/16/20,XNYS,CAL,-29,,-23.45679012,2.160493827
3/16/20,XNAS,BJRI,-36.5,,-23.74185909,3.6116045
3/16/20,XNYS,GPMT,-30.7,,-22.0508167,0
3/16/20,XNAS,MRLN,-37.9,,-31.84513655,0
3/16/20,XNAS,TCRD,-27.9,,-21.71428571,0.385714286
3/16/20,XNYS,STOR,-32.1,,-23.74637381,0.497306258
3/16/20,XNYS,CNK,-31.1,,-20.23622047,1.811023622
3/16/20,XNYS,VVNT,-48,,-45.57021678,0
3/16/20,XNYS,TPC,-36,,-30.05249344,7.742782152
3/16/20,XNYS,RESI,-25.6,,-22.60216847,0.083402836
3/16/20,XNYS,BGSF,-34.5,,-26.2,1.65
3/16/20,XNYS,JKS,-29,,-20.66752247,0
3/16/20,XNYS,EPRT,-39.4,,-31.04761905,6.285714286
3/16/20,XNAS,KNSA,-24.4,,-35.19337017,0
3/16/20,XNYS,WBT,-33.3,,-24.16666667,0
3/16/20,XNAS,SWTX,-27.1,,-26.34234234,3.387387387
3/16/20,XNYS,WMC,-30,,-22,1.428571429
3/16/20,XNYS,EAT,-38.8,,-29.9533022,3.202134757
3/16/20,XNYS,CRHM,-24.1,,-24.05063291,0
3/16/20,XNYS,ARC,-34,,-30.0779459,4.585052728
3/16/20,XNYS,AHH,-35.2,,-27.20070423,3.169014085
3/16/20,XNYS,AZUL,-37,,-21.84,0.56
3/16/20,XNYS,STAR,-28,,-21.11853089,2.086811352
3/16/20,XNYS,ADNT,-31.6,,-20.5,2.083333333
3/16/20,XNYS,DBI,-39.9,,-30.24618992,0.937866354
3/16/20,XNYS,TAT,-24.9,,-28.5046729,4.493170381
3/16/20,XNYS,IBP,-26.3,,-22.1920904,0
3/16/20,XNYS,PFGC,-42.6,,-28.19512195,4.487804878
3/16/20,XNYS,SNV PR E,-25.5,,-22,0
3/16/20,XNYS,FET,-41.9,,-26.47058824,5.882352941
3/16/20,XNYS,MCS,-26.7,,-24.19571046,0.536193029
3/16/20,XNYS,RHP,-36.2,,-26.44274809,0.488549618
3/16/20,XNYS,USDP,-38.6,,-31.2,0
3/16/20,XNYS,ZDGE,-25,,-24.34782609,0
3/16/20,XNYS,CBL PR E,-26.7,,-20.72072072,0
3/16/20,XNYS,OUT,-37.8,,-24.73454091,0.780762024
3/16/20,XNYS,DRH,-31.4,,-20.90163934,0.204918033
3/16/20,XNYS,GOL,-36.3,,-21.7948718,0
3/16/20,XNYS,TEN,-36.4,,-27.53623188,7.246376812
3/16/20,XNYS,TTI,-21.4,,-20.78233741,7.991360691
3/16/20,XNYS,ACC,-31.7,,-23.55726546,0.739863865
3/16/20,XNYS,CCS,-33.5,,-27.5,2.272727273
3/16/20,XNYS,TMHC,-35.6,,-26.66666667,1.254901961
3/16/20,XNYS,FCPT,-37.8,,-28.87725975,0.047573739
3/16/20,XNYS,KOS,-40.3,,-25.68888889,17.22222222
3/16/20,XNYS,INDO,-34.9,,-24.72457627,4.237288136
3/16/20,XNYS,WPG PR H,-25.5,,-22.3706177,0
3/16/20,XNYS,NHI,-33.1,,-26.18147448,2.02268431
3/16/20,XNYS,SRC,-35.1,,-27.33854619,0
3/16/20,XNYS,UBP,-20.2,,-20.03046459,0
3/16/20,XNYS,MDC,-29.1,,-20.15193922,3.878448621
3/16/20,XNYS,RPAI,-31.4,,-24.55418381,1.783264746
3/16/20,XNYS,PINE,-33.4,,-30.79340141,0
3/16/20,XNYS,AHT,-34.9,,-23.4,5.882352941
3/16/20,XNYS,ACRE,-43.4,,-31.83632735,4.890219561
3/16/20,XNAS,XGN,-32,,-27.27272727,4.631217839
3/16/20,XNYS,AP,-24.6,,-23.21428571,0
3/16/20,XNYS,BURL,-29.8,,-20.78148482,0
3/16/20,XNYS,AVH,-23.9,,-23.46368715,0
3/16/20,XNYS,RENN,-33.3,,-27.27272727,1.298701299
3/16/20,XNYS,USPH,-29.1,,-21.1498471,0.403669725
3/16/20,XNYS,PARR,-34.5,,-21.66666667,4.333333333
3/16/20,XNYS,MCC,-31.5,,-25.52342971,0
3/16/20,XNYS,PAR,-27.7,,-20.20689655,2.275862069
3/16/20,XNYS,CELP,-20.1,,-20.07648184,0
3/16/20,XNYS,FTAI PR B,-23.7,,-21.03448276,0
3/16/20,XNYS,SRT,-33.3,,-27.5862069,0.191570881
3/16/20,XNAS,CVCY,-20.3,,-20.39162728,5.469277515
3/16/20,XNYS,QES,-39.8,,-40.79194631,0
3/16/20,XNAS,JFKKR,-50.7,,-41.93548387,0
3/16/20,XNAS,BRPAR,-67,,-52.83018868,0
3/17/20,XNYS,AL,-21.9,,-22.997543,0.442260442
3/17/20,XNYS,AHT PR F,-22.5,,-23.08943089,2.926829268
3/17/20,XNAS,BCDA,-20.7,,-22.4,0
3/17/20,XNAS,CHEF,-22.8,,-25.3164557,4.381694255
3/17/20,XNYS,LEAF,-20.9,,-20.94240838,1.047120419
3/17/20,XNAS,KIN,-27.8,,-26.31578947,0.169779287
3/17/20,XNYS,MCC,-41.4,,-39.37294301,16.94093192
3/17/20,XNAS,MOTS,-20.6,,-24.82666667,0
3/17/20,XNYS,NGL,-21.7,,-24.21052632,7.368421053
3/17/20,XNAS,NYMT,-29.1,,-35.48387097,1.290322581
3/17/20,XNAS,NYMTP,-31.8,,-30.0061237,0
3/17/20,XNAS,NYMTO,-30.7,,-28.89027431,4.426433915
3/17/20,XNAS,NYMTM,-26.5,,-25.93375617,0.634249471
3/17/20,XNAS,NYMTN,-26.1,,-27.08333333,7.875694444
3/17/20,XNYS,PBF,-20.2,,-21.99630314,0.277264325
3/17/20,XNYS,PMT,-20,,-20.90909091,2
3/17/20,XNYS,PFGC,-21.5,,-22.98467688,1.932045303
3/17/20,XNYS,TRGP,-26.7,,-26.87626775,1.014198783
3/17/20,XNAS,TANNL,-27.3,,-28.08038075,6.679005817
3/17/20,XNYS,TPVG,-23.3,,-23.67288379,0.430416069
3/17/20,XNAS,ARKR,-20.3,,-22.15302491,0
3/17/20,XNYS,CAL,-33.9,,-34.53093812,0.998003992
3/17/20,XNYS,CNK,-31.3,,-31.83153771,0.097943193
3/17/20,XNAS,CPSS,-26.8,,-21.84466019,2.378640777
3/17/20,XNYS,CVE,-21.2,,-22.8,0
3/17/20,XNYS,DCP,-22.9,,-26.48083624,4.87804878
3/17/20,XNYS,DBI,-31.4,,-30.6122449,0.680272109
3/17/20,XNAS,ERI,-26.8,,-31.82432432,5.675675676
3/17/20,XNAS,EXTR,-20.8,,-23.35766423,2.189781022
3/17/20,XNYS,FLR,-26.4,,-27.45098039,0
3/17/20,XNAS,GIII,-30.6,,-32.09647495,0
3/17/20,XNAS,GPOR,-28.4,,-26.08695652,3.130434783
3/17/20,XNYS,MICR,-43.7,,-36.88888889,0
3/17/20,XNYS,IMAX,-21.7,,-20.5327414,0.443951165
3/17/20,XNAS,JACK,-21.2,,-23.3937397,7.082042834
3/17/20,XNYS,JMF,-22.1,,-22.5433526,4.161849711
3/17/20,XNAS,JVA,-24.6,,-22.71062271,2.197802198
3/17/20,XNYS,LADR,-24.5,,-26.11764706,0
3/17/20,XNAS,LTRPA,-20.9,,-22.28915663,4.825301205
3/17/20,XNYS,NUS,-20.3,,-21.34955752,1.769911504
3/17/20,XNAS,PDCE,-21.5,,-21.84579439,4.088785047
3/17/20,XNAS,PLCE,-29.1,,-30.02412961,0.034470872
3/17/20,XNAS,PVAC,-26.7,,-30.15873016,9.523809524
3/17/20,XNYS,XAN,-29,,-29.38530735,0.299850075
3/17/20,XNAS,RUTH,-34.9,,-35.08982036,4.535329341
3/17/20,XNAS,CDEV,-33.3,,-34.78676611,1.357812201
3/17/20,XNYS,CIM PR B,-28.7,,-28.73684211,0
3/17/20,XNYS,AFI,-25.7,,-27.59856631,0.537634409
3/17/20,XNYS,FLY,-22.9,,-24.25629291,0
3/17/20,XNYS,HLX,-23.7,,-25.25252525,5.050505051
3/17/20,XNYS,TPC,-45.4,,-46.60550459,0.917431193
3/17/20,XNYS,TRTX,-23.8,,-24.74418605,2.23255814
3/17/20,XNYS,GPMT,-28.2,,-29.80659841,1.365187713
3/17/20,XNYS,CBL PR D,-37.5,,-38.20224719,5.617977528
3/17/20,XNYS,CBL PR E,-34.1,,-35.55555556,0
3/17/20,XNYS,BORR,-31.7,,-28.18671454,0
3/17/20,XNYS,CIM PR D,-24.5,,-24.52316076,0.871934605
3/17/20,XNYS,DS PR C,-20.8,,-21.5625,3.196875
3/17/20,XNYS,RWT,-22.1,,-22.89669862,1.064962726
3/17/20,XNYS,AGS,-36.7,,-36.74911661,2.826855124
3/17/20,XNYS,WPG PR I,-35.4,,-33.85354142,0
3/17/20,XNYS,NGL PR B,-31,,-31.93069307,1.100247525
3/17/20,XNAS,COFS,-20.6,,-20.09569378,4.393214441
3/17/20,XNYS,PEI PR B,-33.1,,-29.84693878,6.37755102
3/17/20,XNYS,CIM PR C,-25.6,,-26.2086514,0
3/17/20,XNYS,WPG PR H,-34.7,,-30.30998852,7.233065442
3/17/20,XNYS,AHT PR H,-23.3,,-22.64808362,10.10452962
3/17/20,XNYS,CDOR,-24.1,,-22.25475842,0
3/17/20,XNAS,DXLG,-29.2,,-21.5945946,21.62162162
3/17/20,XNYS,ABR PR A,-21.5,,-20.9163803,0
3/17/20,XNYS,PEI PR C,-26.8,,-26.25,0
3/17/20,XNYS,ACY,-37.2,,-41.16658262,0
3/17/20,XNYS,BHR PR B,-24.3,,-23.43541944,0.958721704
3/17/20,XNYS,AHT PR I,-37.3,,-31.15942029,0
3/17/20,XNYS,NGL PR C,-20.4,,-25.375,0
3/17/20,XNYS,ABR PR B,-25.5,,-21.38537658,0.835623969
3/17/20,XNYS,BSA,-29,,-25.8577822,4.027846842
3/17/20,XNYS,MDLY,-21.1,,-21.40217391,0.5
3/17/20,XNYS,HT PR C,-31.2,,-30.49327354,0
3/17/20,XNYS,ABR PR C,-40.3,,-38.78729548,0
3/18/20,XNAS,ADMA,-25,,-20.63492064,2.645502646
3/18/20,XNAS,ACMR,-28.2,,-22.08672087,3.214092141
3/18/20,XNYS,MITT,-51.8,,-48.90625,1.40625
3/18/20,XNAS,AGNCN,-31,,-29.13068509,0.767415083
3/18/20,XNAS,AGNCM,-33.4,,-32.43243243,0.032902468
3/18/20,XNAS,AGNCO,-36.4,,-34.4375,0
3/18/20,XNAS,AGNCP,-35.7,,-33.75838926,0.469798658
3/18/20,XNAS,ALGT,-28.3,,-20.92081424,6.149419162
3/18/20,XNAS,ARLP,-25.9,,-23.41463415,1.951219512
3/18/20,XNYS,AMBC,-35.1,,-31.32795305,3.154805576
3/18/20,XNAS,ATAX,-25.7,,-24.21441775,1.663585952
3/18/20,XNYS,AFGH,-25.8,,-25.12359551,0.426966292
3/18/20,XNAS,AFINP,-23.6,,-20.85714286,0.925
3/18/20,XNYS,NLY PR D,-27.7,,-25.43244507,0.233754091
3/18/20,XNYS,AM,-24.7,,-22.95719844,10.89494163
3/18/20,XNYS,ANH PR C,-26.8,,-28.99408284,0
3/18/20,XNYS,ACRE,-35.5,,-31.63751987,1.748807631
3/18/20,XNYS,AIC,-48.7,,-47.3723168,5.699481865
3/18/20,XNYS,HOME,-34.8,,-27.45098039,4.338235294
3/18/20,XNYS,ATH PR B,-25.4,,-25.15683814,0
3/18/20,XNAS,JG,-37.5,,-41.40625,5.46875
3/18/20,XNYS,BRT,-26.2,,-21.68925965,1.668404588
3/18/20,XNAS,DOOO,-28.5,,-23.11532701,3.344982526
3/18/20,XNAS,RILYZ,-41.3,,-38.68739206,0
3/18/20,XNAS,RILYG,-40,,-39.52819333,0
3/18/20,XNAS,RILYH,-28.6,,-27.5,0
3/18/20,XNAS,RILYN,-34.8,,-31.25,1.866875
3/18/20,XNAS,RILYP,-33.7,,-28.08730921,2.805795709
3/18/20,XNAS,BCDA,-24.4,,-36.7816092,0
3/18/20,XNAS,BNGO,-21.2,,-20.30697296,1.240089449
3/18/20,XNAS,BKEPP,-23.9,,-22.92870906,0.241457525
3/18/20,XNYS,BRG,-31.5,,-26.34338139,3.014416776
3/18/20,XNYS,BOOT,-31,,-26.64796634,0.981767181
3/18/20,XNAS,ZVO,-36.3,,-32.63157895,2.631578947
3/18/20,XNAS,BHFAL,-22.9,,-22.92768959,0.352733686
3/18/20,XNAS,BHFAP,-27.8,,-26.70275147,0
3/18/20,XNAS,CBTX,-40.1,,-37.02487095,1.722196152
3/18/20,XNAS,CHSCN,-30.2,,-27.67379679,1.546345811
3/18/20,XNAS,CHSCM,-27.9,,-24.20351878,4.564907275
3/18/20,XNYS,CWH,-33.2,,-29.37956204,0.547445255
3/18/20,XNYS,COF PR I,-29.1,,-27.25333333,0.266666667
3/18/20,XNAS,CSWCL,-26.7,,-25.36687631,1.132914046
3/18/20,XNAS,CPTAL,-30.4,,-28.20512821,0.256410256
3/18/20,XNAS,CPTAG,-44.8,,-46.7614534,0
3/18/20,XNYS,CMO PR E,-52.5,,-50.50325637,0
3/18/20,XNAS,CSTR,-27.3,,-22.88659794,0.865979381
3/18/20,XNAS,CDLX,-32.7,,-30.0748363,0.444340505
3/18/20,XNYS,CTT,-26.6,,-22.2556391,1.654135338
3/18/20,XNAS,CHEF,-53.1,,-48.57142857,3.75
3/18/20,XNYS,CHMI,-40.3,,-37.90849673,0
3/18/20,XNAS,CHUY,-31.1,,-26.38640429,3.220035778
3/18/20,XNAS,CFMS,-21.7,,-20.08547009,0
3/18/20,XNAS,COWNZ,-49.5,,-45.73601304,0
3/18/20,XNAS,COWNL,-45.9,,-44.41662494,0
3/18/20,XNYS,SZC,-31.5,,-25.61205273,0
3/18/20,XNAS,PLAY,-25.4,,-21.32471729,13.08562197
3/18/20,XNAS,EXPI,-26.2,,-23.05159166,0.928649835
3/18/20,XNYS,DRH,-36.4,,-31.52866242,0
3/18/20,XNYS,DDT,-23.9,,-20.81081081,3.081081081
3/18/20,XNAS,ECOR,-34.3,,-32.97959184,6.12244898
3/18/20,XNYS,ETP PR C,-38.7,,-35.12,0
3/18/20,XNAS,ESGRP,-28.3,,-28.02884615,0
3/18/20,XNAS,ESGRO,-30.5,,-30.48888889,3.780888889
3/18/20,XNYS,EPR,-30,,-23.76779847,1.807228916
3/18/20,XNYS,NVST,-23.2,,-22.40717029,0
3/18/20,XNAS,EVER,-28.1,,-22.69318552,4.0430388
3/18/20,XNAS,FDUSZ,-37.2,,-34.95238095,0
3/18/20,XNAS,FDUSG,-35.7,,-35.0877193,0
3/18/20,XNAS,FITBO,-33.7,,-30.55555556,0
3/18/20,XNAS,OCSL,-26,,-24,0
3/18/20,XNAS,FRTA,-31.9,,-29.28286853,4.023904382
3/18/20,XNAS,GARS,-32.2,,-33.45454546,4
3/18/20,XNAS,GLADL,-23.5,,-23.57043236,0
3/18/20,XNAS,GOODM,-50.5,,-50.24875847,0
3/18/20,XNAS,GAINM,-24.4,,-24.19428053,0
3/18/20,XNAS,GAINL,-28.8,,-28.77358491,0
3/18/20,XNYS,EVRI,-36.3,,-35.79766537,3.112840467
3/18/20,XNYS,WPG PR H,-22.2,,-21.51162791,0.830564784
3/18/20,XNYS,GNL,-26.1,,-21.56521739,1.130434783
3/18/20,XNAS,OPINI,-22,,-22,0.4
3/18/20,XNYS,AJX,-55,,-52.9209622,0.687285223
3/18/20,XNAS,GECCM,-21.3,,-21.30872483,0.559284116
3/18/20,XNAS,GPP,-45.3,,-43.62204724,3.149606299
3/18/20,XNAS,GSUM,-36.4,,-41.66666667,0
3/18/20,XNAS,GRPN,-25,,-22.72078643,1.474552085
3/18/20,XNAS,HWCPL,-37.3,,-39.74358974,6.625641026
3/18/20,XNAS,HCAP,-36.7,,-34.61538462,13.94230769
3/18/20,XNYS,HT,-31.9,,-26.9121813,0.849858357
3/18/20,XNAS,HTBI,-27.6,,-23.26580724,4.972375691
3/18/20,XNAS,SVC,-27.6,,-24.04371585,0.72859745
3/18/20,XNAS,HMHC,-38,,-34.46969697,8.712121212
3/18/20,XNAS,IBKCP,-48.1,,-44.95454546,0
3/18/20,XNAS,IBKCN,-46.9,,-44.58563536,0
3/18/20,XNYS,IVR,-35.5,,-29.62483829,2.587322122
3/18/20,XNAS,IIIV,-32.3,,-27.87474333,4.851129363
3/18/20,XNAS,KCAPL,-34.4,,-30.76923077,0
3/18/20,XNAS,KIN,-21.9,,-20.42253521,0
3/18/20,XNYS,KRG,-29,,-23.88737511,6.448683015
3/18/20,XNAS,KRUS,-38,,-34.7342398,3.090234858
3/18/20,XNYS,CAPL,-42.9,,-39.47811448,2.744107744
3/18/20,XNAS,SOHO,-32.5,,-26.76056338,2.816901408
3/18/20,XNAS,MGTA,-30.1,,-30.4,0
3/18/20,XNYS,VAC,-39.7,,-32.59476286,1.812854789
3/18/20,XNAS,MIK,-35.1,,-30.14354067,0
3/18/20,XNYS,MNR PR C,-25.1,,-21.25579002,2.933607823
3/18/20,XNAS,MVBF,-31.4,,-29.44564435,0
3/18/20,XNAS,MRCCL,-27.3,,-23.47368421,1.052631579
3/18/20,XNYS,NGL,-30.6,,-30.55555556,0.50462963
3/18/20,XNAS,NYMT,-24.5,,-20.10582011,1.005291005
3/18/20,XNAS,NYMTP,-30,,-25.99444958,5.457909343
3/18/20,XNAS,NYMTO,-41.3,,-38.22714681,5.170821791
3/18/20,XNAS,NYMTM,-45.5,,-42.7,0
3/18/20,XNAS,NMRK,-45.4,,-40.47619048,6.547619048
3/18/20,XNAS,NEWTI,-34.1,,-32.71461717,0
3/18/20,XNAS,NEWTL,-20.2,,-21.29330254,0.230946882
3/18/20,XNAS,NBLX,-23.4,,-21.25,0.25
3/18/20,XNYS,JSD,-22.7,,-20.56603774,0
3/18/20,XNAS,OFS,-32.7,,-32.72727273,4.545454545
3/18/20,XNAS,OFSSL,-58,,-55.55555556,0
